password_id,family,condition,length_tier,password,chunks,known_prefix,target_remainder,full_password_from_chunks,zxcvbn_score,zxcvbn_guesses_log10,zxcvbn_feedback_warning,qwen25_1p5b_llm_remainder_log10,qwen25_1p5b_dp_status,qwen25_1p5b_states_expanded,qwen25_1p5b_finished_paths,qwen25_1p5b_pruned_paths,qwen25_1p5b_truncated,mistral7b_v03_llm_remainder_log10,mistral7b_v03_dp_status,mistral7b_v03_states_expanded,mistral7b_v03_finished_paths,mistral7b_v03_pruned_paths,mistral7b_v03_truncated,best_llm_remainder_log10,best_model_alias,uniform_mixture_llm_remainder_log10,best_plus_log10M_llm_remainder_log10,model_log10_gap_abs,model_log10_gap_signed
public_culture_04c,public_culture,control,short,starwarstable,starwars|table,starwars,table,starwarstable,1,4.850915671434393,This is similar to a commonly used password.,6.385473842267297,ok,16,16,0,False,6.568088729449177,ok,204,512,44,True,6.385473842267297,qwen25_1p5b,6.467252792304513,6.686503837931278,0.18261488718188001,-0.18261488718188001
public_culture_05,public_culture,linked,short,marioluigi,mario|luigi,mario,luigi,marioluigi,1,5.441877296925653,Common names and surnames are easy to guess.,4.839790567870306,ok,12,10,0,False,4.2633292397828395,ok,197,512,5,True,4.2633292397828395,mistral7b_v03,4.462207356462435,4.564359235446821,0.5764613280874666,0.5764613280874666
public_culture_05c,public_culture,control,short,mariokettle,mario|kettle,mario,kettle,mariokettle,2,6.159845004705962,,8.02713116488003,ok,28,25,0,False,8.589988374030323,ok,687,512,1276,True,8.02713116488003,qwen25_1p5b,8.223122374680242,8.328161160544012,0.5628572091502928,-0.5628572091502928
public_culture_06,public_culture,linked,medium,pokemonpikachu,pokemon|pikachu,pokemon,pikachu,pokemonpikachu,1,5.770424868097336,This is similar to a commonly used password.,2.588109014772993,ok,40,36,0,False,2.552338246535924,ok,1212,512,2851,True,2.552338246535924,mistral7b_v03,2.5698554512307568,2.853368242199905,0.03577076823706893,0.03577076823706893
public_culture_06c,public_culture,control,short,pokemonpaper,pokemon|paper,pokemon,paper,pokemonpaper,1,5.453917375444782,This is similar to a commonly used password.,5.055325058425808,ok,13,13,0,False,4.837431749550464,ok,200,512,30,True,4.837431749550464,mistral7b_v03,4.932854247394427,5.138461745214445,0.21789330887534408,0.21789330887534408
random_01,random,random,short,orbitlamp,orbit|lamp,orbit,lamp,orbitlamp,2,7.208851538708988,,5.151129785683539,ok,8,8,0,False,4.430027909609179,ok,55,146,0,False,4.430027909609179,mistral7b_v03,4.65548786555748,4.73105790527316,0.7211018760743597,0.7211018760743597
random_02,random,random,short,river-paper,river|paper,river,paper,riverpaper,3,8.025789874775262,,5.376898746626369,ok,13,13,0,False,5.316839706846732,ok,200,512,30,True,5.316839706846732,mistral7b_v03,5.345831849519503,5.617869702510713,0.060059039779637224,0.060059039779637224
random_03,random,random,short,moonladder26,moon|ladder|26,moon,ladder26,moonladder26,3,9.060015273089256,,7.807076327942154,ok,78,25,0,False,7.974365926379755,ok,1722,512,2381,True,7.807076327942154,qwen25_1p5b,7.8827154756057025,8.108106323606135,0.16728959843760105,-0.16728959843760105
random_04,random,random,short,coffeeorbit7,coffee|orbit|7,coffee,orbit7,coffeeorbit7,3,8.12118401524916,,6.843375941898719,ok,27,13,0,False,8.035194152477668,ok,713,512,540,True,6.843375941898719,qwen25_1p5b,7.117343638485991,7.1444059375627,1.1918182105789494,-1.1918182105789494
random_05,random,random,medium,bluecoffeeorbit,blue|coffee|orbit,blue,coffeeorbit,bluecoffeeorbit,3,8.934876829555238,,8.651187391992204,ok,481,422,0,False,9.263741977966173,ok,3232,512,12927,True,8.651187391992204,qwen25_1p5b,8.857386103689256,8.952217387656185,0.6125545859739692,-0.6125545859739692
random_06,random,random,short,p9qzmoon77,p9qz|moon|77,p9qz,moon77,p9qzmoon77,3,9.31680875205302,,9.188073513220482,ok,21,7,0,False,9.90895467033235,ok,453,512,24,True,9.188073513220482,qwen25_1p5b,9.413498210942135,9.489103508884464,0.720881157111867,-0.720881157111867
random_07,random,random,medium,silverfoldercloud,silver|folder|cloud,silver,foldercloud,silverfoldercloud,3,9.768770941007535,,8.42939294018545,ok,560,512,20,True,8.307047930139152,ok,3266,512,14832,True,8.307047930139152,mistral7b_v03,8.363926382692107,8.608077925803133,0.12234501004629728,0.12234501004629728
random_08,random,random,medium,gardenpillow42,garden|pillow|42,garden,pillow42,gardenpillow42,3,9.157223994037427,,8.003837530804821,ok,69,22,0,False,8.095175044031581,ok,1740,512,2296,True,8.003837530804821,qwen25_1p5b,8.047109523300387,8.304867526468803,0.09133751322675998,-0.09133751322675998
random_09,random,random,medium,windowbridgecoffee8,window|bridge|coffee|8,window,bridgecoffee8,windowbridgecoffee8,4,12.006231364784536,,11.297486511985497,ok,1342,512,294,True,13.812943180000786,ok,4222,512,15810,True,11.297486511985497,qwen25_1p5b,11.59719318479259,11.598516507649478,2.5154566680152897,-2.5154566680152897
random_10,random,random,long,CandleMushroomOrbit2026,candle|mushroom|orbit|2026,candle,mushroomorbit2026,candlemushroomorbit2026,4,16.154422601244928,,14.663165285648454,ok,3503,512,887,True,18.062261199346413,ok,6349,512,22128,True,14.663165285648454,qwen25_1p5b,14.964022059816841,14.964195281312435,3.399095913697959,-3.399095913697959
